resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,race_name,date,race_time,race_url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverRef,number_driver,code,forename,surname,dob,nationality,url_driver,constructorRef,constructor_name,constructor_nationality,constructor_url,circuitRef,circuit_name,circuit_location,circuit_country,lat,lng,alt,circuit_url,status,qualifying_position,q1,q2,q3,driver_points_after_race,driver_standing_after_race,driver_wins_after_race,constructor_points_after_race,constructor_standing_after_race,constructor_wins_after_race,constructor_points_race,num_pit_stops,avg_pit_stop_ms,total_pit_stop_ms,avg_lap_ms,best_lap_ms,lap_time_std_ms,sprint_grid,sprint_positionOrder,sprint_points
21487,870,818,5,17,16,16,16,16,0.0,68,\N,\N,66,14,1:26.061,183.260,11,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,http://en.wikipedia.org/wiki/Jean-%C3%89ric_Vergne,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,16.0,1:22.799,1:22.380,\N,4.0,17.0,0.0,6.0,9.0,0.0,0.0,4.0,19866.25,79465.0,89830.66176470589,86061.0,4837.012179454162,,,
21488,870,5,207,20,19,17,17,17,0.0,68,\N,\N,62,18,1:26.595,182.130,11,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,caterham,Caterham,Malaysian,http://en.wikipedia.org/wiki/Caterham_F1,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,19.0,1:23.576,\N,\N,0.0,19.0,0.0,0.0,10.0,0.0,0.0,3.0,21067.333333333332,63202.0,90360.2794117647,86595.0,4228.209094243614,,,
21489,870,155,15,14,15,18,18,18,0.0,67,\N,\N,61,8,1:25.745,183.936,12,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+2 Laps,15.0,1:22.801,1:22.300,\N,33.0,10.0,0.0,80.0,6.0,0.0,0.0,2.0,20149.5,40299.0,89308.13432835821,85745.0,4115.490036345393,,,
21490,870,808,207,21,20,19,19,19,0.0,67,\N,\N,59,20,1:27.629,179.981,12,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,caterham,Caterham,Malaysian,http://en.wikipedia.org/wiki/Caterham_F1,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+2 Laps,20.0,1:24.167,\N,\N,0.0,20.0,0.0,0.0,10.0,0.0,0.0,3.0,20725.666666666668,62177.0,90846.55223880598,87629.0,4120.613492436282,,,
21491,870,819,206,25,21,20,20,20,0.0,67,\N,\N,22,22,1:28.727,177.754,12,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,pic,\N,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic,marussia,Marussia,Russian,http://en.wikipedia.org/wiki/Marussia_F1,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+2 Laps,21.0,1:25.244,\N,\N,0.0,22.0,0.0,0.0,11.0,0.0,0.0,2.0,21146.5,42293.0,91184.22388059701,88727.0,3643.4352538666108,,,
21492,870,10,206,24,22,21,21,21,0.0,66,\N,\N,55,21,1:28.447,178.316,13,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,marussia,Marussia,Russian,http://en.wikipedia.org/wiki/Marussia_F1,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+3 Laps,22.0,1:25.476,\N,\N,0.0,21.0,0.0,0.0,11.0,0.0,0.0,2.0,20860.0,41720.0,92502.4696969697,88447.0,4098.123252340668,,,
21493,870,37,164,22,23,22,22,22,0.0,66,\N,\N,56,23,1:28.765,177.678,13,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+3 Laps,23.0,1:25.916,\N,\N,0.0,24.0,0.0,0.0,12.0,0.0,0.0,2.0,22104.5,44209.0,92509.51515151515,88765.0,4163.200090324098,,,
21494,870,39,164,23,24,\N,R,23,0.0,60,\N,\N,56,24,1:29.506,176.207,22,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Suspension,24.0,1:26.178,\N,\N,0.0,23.0,0.0,0.0,12.0,0.0,0.0,2.0,21645.0,43290.0,93454.2,89506.0,4400.974167197414,,,
21495,870,30,131,7,17,\N,R,24,0.0,58,\N,\N,56,19,1:26.778,181.746,45,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+11 Laps,17.0,1:22.436,1:22.723,\N,29.0,12.0,0.0,106.0,5.0,1.0,1.0,3.0,18346.0,55038.0,90224.25862068965,86778.0,4825.74080327186,,,
21496,871,18,1,3,1,1,1,1,25.0,44,1:29:08.530,5348530,40,10,1:54.293,220.611,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,1.0,1:49.250,1:47.654,1:47.573,101.0,6.0,2.0,218.0,2.0,4.0,25.0,1.0,19668.0,19668.0,121557.5,114293.0,18038.957268245344,,,
21497,871,20,9,1,10,2,2,2,18.0,44,+13.624,5362154,39,9,1:54.198,220.795,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,11.0,1:49.722,1:48.792,\N,140.0,2.0,1.0,272.0,1.0,3.0,26.0,1.0,20811.0,20811.0,121867.13636363637,114198.0,17958.025200373533,,,
21498,871,8,208,9,3,3,3,3,15.0,44,+25.334,5373864,34,5,1:53.640,221.879,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,4.0,1:49.546,1:48.414,1:48.205,131.0,4.0,0.0,207.0,3.0,0.0,15.0,2.0,20336.0,40672.0,122133.27272727272,113640.0,18038.155832314656,,,
21499,871,807,10,12,11,4,4,4,12.0,44,+27.843,5376373,40,6,1:53.760,221.645,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Racing_Point_Force_India,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,12.0,1:49.362,1:48.855,\N,31.0,13.0,0.0,59.0,7.0,0.0,13.0,2.0,21424.0,42848.0,122190.29545454546,113760.0,18049.960204271727,,,
21500,871,13,6,6,14,5,5,5,10.0,44,+29.845,5378375,30,3,1:53.464,222.223,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,14.0,1:49.588,1:49.147,\N,35.0,11.0,0.0,199.0,4.0,3.0,10.0,2.0,20677.5,41355.0,122235.79545454546,113464.0,18003.972580464513,,,
21501,871,17,9,2,12,6,6,6,8.0,44,+31.244,5379774,42,7,1:53.768,221.629,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,7.0,1:49.859,1:48.546,1:48.392,132.0,3.0,2.0,272.0,1.0,3.0,26.0,2.0,20646.5,41293.0,122267.59090909091,113768.0,17982.28342242905,,,
21502,871,30,131,7,13,7,7,7,6.0,44,+53.374,5401904,37,4,1:53.507,222.139,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,13.0,1:49.742,1:49.081,\N,35.0,10.0,0.0,112.0,5.0,1.0,6.0,2.0,21249.5,42499.0,122770.54545454546,113507.0,17805.130955618464,,,
21503,871,818,5,17,15,8,8,8,4.0,44,+58.865,5407395,31,8,1:53.995,221.188,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,http://en.wikipedia.org/wiki/Jean-%C3%89ric_Vergne,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,15.0,1:49.763,1:49.354,\N,8.0,17.0,0.0,12.0,9.0,0.0,6.0,2.0,20868.5,41737.0,122895.34090909091,113995.0,17798.30313305069,,,
21504,871,817,5,16,16,9,9,9,2.0,44,+62.982,5411512,42,12,1:54.605,220.011,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,16.0,1:49.572,1:49.543,\N,4.0,18.0,0.0,12.0,9.0,0.0,6.0,2.0,20673.5,41347.0,122988.90909090909,114605.0,17748.278729274236,,,
21505,871,814,10,11,9,10,10,10,1.0,44,+63.783,5412313,28,11,1:54.562,220.093,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,resta,40,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Racing_Point_Force_India,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,10.0,1:50.033,1:48.729,1:48.890,28.0,15.0,0.0,59.0,7.0,0.0,13.0,2.0,21258.5,42517.0,123007.11363636363,114562.0,17800.51270389901,,,
21506,871,3,131,8,23,11,11,11,0.0,44,+65.111,5413641,39,2,1:53.073,222.992,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,18.0,1:50.181,\N,\N,77.0,7.0,1.0,112.0,5.0,1.0,6.0,2.0,20798.0,41596.0,123037.29545454546,113073.0,17744.19282611106,,,
21507,871,811,3,19,17,12,12,12,0.0,44,+71.529,5420059,43,1,1:52.822,223.488,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,bruno_senna,\N,SEN,Bruno,Senna,1983-10-15,Brazilian,http://en.wikipedia.org/wiki/Bruno_Senna,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,17.0,1:49.958,1:50.088,\N,24.0,16.0,0.0,53.0,8.0,1.0,0.0,2.0,21860.0,43720.0,123183.15909090909,112822.0,17621.84763422579,,,
21508,871,155,15,14,2,13,13,13,0.0,44,+116.119,5464649,26,13,1:55.598,218.121,1,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,2.0,1:49.686,1:48.569,1:47.871,33.0,12.0,0.0,80.0,6.0,0.0,0.0,3.0,23674.333333333332,71023.0,124196.56818181818,115598.0,17662.102823787263,,,
21509,871,808,207,21,19,14,14,14,0.0,43,\N,\N,28,15,1:56.741,215.985,11,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,caterham,Caterham,Malaysian,http://en.wikipedia.org/wiki/Caterham_F1,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+1 Lap,20.0,1:51.967,\N,\N,0.0,19.0,0.0,0.0,10.0,0.0,0.0,2.0,23576.0,47152.0,124949.46511627907,116741.0,17462.32275139119,,,
21510,871,10,206,24,20,15,15,15,0.0,43,\N,\N,30,16,1:56.956,215.588,11,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,marussia,Marussia,Russian,http://en.wikipedia.org/wiki/Marussia_F1,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+1 Lap,21.0,1:52.336,\N,\N,0.0,21.0,0.0,0.0,11.0,0.0,0.0,2.0,21561.5,43123.0,125683.72093023256,116956.0,17245.48349751676,,,
21511,871,819,206,25,22,16,16,16,0.0,43,\N,\N,27,18,1:57.939,213.791,11,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,pic,\N,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic,marussia,Marussia,Russian,http://en.wikipedia.org/wiki/Marussia_F1,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+1 Lap,23.0,1:53.493,\N,\N,0.0,22.0,0.0,0.0,11.0,0.0,0.0,1.0,21611.0,21611.0,126045.90697674418,117939.0,16971.468332825338,,,
21512,871,5,207,20,18,17,17,17,0.0,43,\N,\N,33,14,1:56.475,216.479,11,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,caterham,Caterham,Malaysian,http://en.wikipedia.org/wiki/Caterham_F1,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+1 Lap,19.0,1:51.739,\N,\N,0.0,20.0,0.0,0.0,10.0,0.0,0.0,2.0,37068.5,74137.0,126265.13953488372,116475.0,18144.27273218926,,,
21513,871,37,164,22,21,18,18,18,0.0,43,\N,\N,30,17,1:57.315,214.929,11,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+1 Lap,22.0,1:53.030,\N,\N,0.0,24.0,0.0,0.0,12.0,0.0,0.0,3.0,25399.333333333332,76198.0,126349.6046511628,117315.0,17085.700381618964,,,
21514,871,39,164,23,24,\N,R,19,0.0,29,\N,\N,16,19,1:59.113,211.684,20,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spun off,24.0,1:54.989,\N,\N,0.0,23.0,0.0,0.0,12.0,0.0,0.0,2.0,23238.0,46476.0,129797.89655172414,119113.0,19864.82068587013,,,
21515,871,813,3,18,6,\N,R,20,0.0,4,\N,\N,4,20,2:56.181,143.116,4,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Collision,3.0,1:48.993,1:48.780,1:47.893,29.0,14.0,1.0,53.0,8.0,1.0,0.0,1.0,21842.0,21842.0,177324.5,171174.0,4926.969081832497,,,
21516,871,815,15,15,4,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Collision,5.0,1:49.642,1:47.980,1:48.219,47.0,9.0,0.0,80.0,6.0,0.0,0.0,0.0,,,,,,,,
21517,871,4,6,5,5,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Collision,6.0,1:49.401,1:48.598,1:48.313,164.0,1.0,3.0,199.0,4.0,3.0,10.0,0.0,,,,,,,,
21518,871,1,1,4,7,\N,R,23,0.0,0,\N,\N,\N,0,\N,\N,4,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Collision,8.0,1:49.605,1:48.563,1:48.394,117.0,5.0,2.0,218.0,2.0,4.0,25.0,0.0,,,,,,,,
21519,871,154,208,10,8,\N,R,24,0.0,0,\N,\N,\N,0,\N,\N,4,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Collision,9.0,1:50.126,1:48.714,1:48.538,76.0,8.0,0.0,207.0,3.0,0.0,15.0,0.0,,,,,,,,
21520,872,1,1,4,1,1,1,1,25.0,53,1:19:41.221,4781221,52,5,1:28.427,235.841,1,2012,13,14,Italian Grand Prix,2012-09-09,12:00:00,http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Finished,1.0,1:24.211,1:24.394,1:24.010,142.0,2.0,3.0,243.0,2.0,5.0,25.0,1.0,20736.0,20736.0,90211.71698113208,88427.0,2488.966957296498,,,
